final_t_O1,final_t_O2,final_t_O3,final_dt_O2_O1,final_dt_O3_O1,final_dt_O3_O2,num_horizon_O2_O1,num_horizon_O3_O1,num_horizon_O3_O2,runtime_sec,noise_level,run_index
74.09546144481,12674.4434887388,40071.89751730817,12600.34802729399,39997.80205586336,27397.454028569373,4,4,4,0.05186581611633301,0.03521150383437334,76
74.09533027168024,12674.44323930259,40071.897652469175,12600.34790903091,39997.802322197495,27397.454413166583,4,4,4,0.051992177963256836,0.03960053292175872,77
74.10319960446165,12674.443636131036,40071.897928924205,12600.340436526574,39997.79472931974,27397.45429279317,4,4,4,0.05110979080200195,0.04885473782013619,78
74.08963824816779,12674.443973724743,40071.89732372417,12600.354335476575,39997.80768547601,27397.45334999943,4,4,4,0.05054593086242676,0.08040563069296736,79
74.09651371523987,12674.443736710939,40071.897573267,12600.347222995699,39997.80105955176,27397.453836556062,4,4,4,0.056261301040649414,0.058013264092843686,80
74.10246691905851,12674.44333809375,40071.89823108661,12600.34087117469,39997.79576416755,27397.454892992864,4,4,4,0.055335283279418945,0.07385881677487492,81
74.08723911458408,12674.443317334466,40071.89696930296,12600.356078219882,39997.809730188375,27397.45365196849,4,4,4,0.056168556213378906,0.0892362321321198,82
74.11116366856626,12674.443538883244,40071.898611140416,12600.332375214679,39997.78744747185,27397.455072257173,4,4,4,0.05602383613586426,0.06054447379361288,83
74.0979653559698,12674.44345115615,40071.89756418373,12600.34548580018,39997.79959882776,27397.454113027583,4,4,4,0.05041170120239258,0.011964673590095799,84
74.09734697464646,12674.44351095675,40071.897563844366,12600.346163982103,39997.80021686972,27397.454052887617,4,4,4,0.05321860313415527,0.02416975608126645,85
74.09454639142488,12674.443529024475,40071.897385821394,12600.34898263305,39997.80283942997,27397.45385679692,4,4,4,0.050908565521240234,0.023241077123235244,86
74.10409972813956,12674.44373985312,40071.897821473875,12600.339640124981,39997.79372174574,27397.454081620752,4,4,4,0.05562949180603027,0.04559172523620935,87
74.10102508724508,12674.443630134345,40071.89766468038,12600.342605047099,39997.796639593136,27397.454034546034,4,4,4,0.0578913688659668,0.02602900672309615,88
74.09121344033072,12674.443292554413,40071.89733894492,12600.352079114082,39997.80612550458,27397.454046390503,4,4,4,0.054979801177978516,0.03467956196783698,89
74.0984879842067,12674.443515484527,40071.897588907705,12600.34502750032,39997.7991009235,27397.454073423178,4,4,4,0.051958560943603516,0.009491377863965457,90
74.10555320386706,12674.443931684425,40071.898548984245,12600.33837848056,39997.79299578038,27397.45461729982,4,4,4,0.051115989685058594,0.08805717663335345,91
74.09878119891246,12674.443343276678,40071.89747018249,12600.344562077766,39997.79868898358,27397.454126905814,4,4,4,0.05516695976257324,0.04651586387466573,92
74.10794330799212,12674.44332364936,40071.897690107624,12600.335380341368,39997.78974679963,27397.454366458263,4,4,4,0.05133175849914551,0.09262066029060669,93
74.09755050136917,12674.443578127533,40071.8976046388,12600.346027626165,39997.80005413743,27397.454026511266,4,4,4,0.05156970024108887,0.029140982259918582,94
74.1062254936286,12674.443618908359,40071.898064292975,12600.337393414731,39997.79183879935,27397.454445384617,4,4,4,0.049482107162475586,0.0929817619548003,95
74.10487314793097,12674.442772819957,40071.89760369246,12600.337899672026,39997.79273054453,27397.4548308725,4,4,4,0.05194687843322754,0.09738961174931288,96
74.10713289532214,12674.443832178942,40071.89817773649,12600.33669928362,39997.79104484117,27397.454345557548,4,4,4,0.04855751991271973,0.08450068000364684,97
74.09579289705286,12674.443494150753,40071.89754147947,12600.3477012537,39997.80174858242,27397.454047328716,4,4,4,0.04774808883666992,0.026355051874867898,98
74.10040847994632,12674.44356524647,40071.897609851076,12600.343156766525,39997.797201371126,27397.454044604605,4,4,4,0.04874992370605469,0.021633783084859293,99
74.10062967388258,12674.443588834603,40071.89810713884,12600.34295916072,39997.797477464956,27397.454518304236,4,4,4,0.04800271987915039,0.08490669970876252,100
74.10942848240387,12674.443504329447,40071.89817535195,12600.334075847044,39997.78874686954,27397.4546710225,4,4,4,0.047872304916381836,0.05721171804725336,101
74.09953244188124,12674.44351996492,40071.897629045925,12600.343987523038,39997.79809660404,27397.454109081005,4,4,4,0.04923558235168457,0.00786109001372658,102
74.10306672187725,12674.443087925381,40071.897701781854,12600.340021203505,39997.794635059974,27397.454613856473,4,4,4,0.046726226806640625,0.06686397691384426,103
74.09854157917003,12674.44352056237,40071.89756778196,12600.344978983201,39997.79902620279,27397.45404721959,4,4,4,0.04835367202758789,0.0011417530032249768,104
74.10025782734431,12674.44374982527,40071.89767694418,12600.343491997926,39997.79741911683,27397.45392711891,4,4,4,0.04858732223510742,0.037845578191493305,105
74.10145183696294,12674.443518262775,40071.89798695211,12600.342066425812,39997.79653511515,27397.45446868934,4,4,4,0.048471689224243164,0.030265259381503498,106
74.09948944452604,12674.443611954268,40071.89761069722,12600.344122509741,39997.798121252694,27397.453998742953,4,4,4,0.047797441482543945,0.012689588356717485,107
74.09853663587232,12674.443525054847,40071.89757229134,12600.344988418974,39997.799035655466,27397.45404723649,4,4,4,0.04730796813964844,0.003944872074612982,108
74.10066444974836,12674.443448043508,40071.89764907535,12600.34278359376,39997.7969846256,27397.45420103184,4,4,4,0.047397613525390625,0.040782681319862735,109
74.10564226167256,12674.443838970365,40071.898073294935,12600.338196708692,39997.79243103326,27397.45423432457,4,4,4,0.04898405075073242,0.07108312628835199,110
74.09475149181883,12674.443333972025,40071.89744196647,12600.348582480206,39997.80269047465,27397.45410799444,4,4,4,0.04913330078125,0.05929443849891243,111
